instance,algorithm,valid,old_cost,new_cost,delta,delta_pct,old_vehicles,new_vehicles,old_vehicle_days,new_vehicle_days,old_distance,new_distance,old_tool_use,new_tool_use,reference_path,candidate_path,runtime_seconds
challenge_r300d20_1,Baseline,True,,5118998388.0,,,,48.0,,600.0,,4398388.0,,32 37 34 46,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r300d20_1\optimal_solution\challenge_r300d20_1_optimal.txt,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r300d20_1\Baseline\challenge_r300d20_1_Baseline.txt,0.0179135799407959
challenge_r300d20_1,Simulated Annealing,True,5118998388.0,3666079761.0,-1452918627.0,-28.38286939894227,48.0,9.0,600.0,114.0,4398388.0,1465761.0,32 37 34 46,27 26 29 29,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r300d20_1\optimal_solution\challenge_r300d20_1_optimal.txt,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r300d20_1\Simulated Annealing\challenge_r300d20_1_Simulated Annealing.txt,297.63860607147217
