instance,algorithm,valid,old_cost,new_cost,delta,delta_pct,old_vehicles,new_vehicles,old_vehicle_days,new_vehicle_days,old_distance,new_distance,old_tool_use,new_tool_use,reference_path,candidate_path,runtime_seconds
challenge_r500d25_2,Baseline,True,,5427581388.0,,,,56.0,,1000.0,,7469388.0,,40 54 38 48,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r500d25_2\optimal_solution\challenge_r500d25_2_optimal.txt,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r500d25_2\Baseline\challenge_r500d25_2_Baseline.txt,0.04910731315612793
challenge_r500d25_2,Simulated Annealing,True,5427581388.0,4006848734.0,-1420732654.0,-26.17616489623057,56.0,7.0,1000.0,117.0,7469388.0,1734734.0,40 54 38 48,33 41 31 33,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r500d25_2\optimal_solution\challenge_r500d25_2_optimal.txt,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r500d25_2\Simulated Annealing\challenge_r500d25_2_Simulated Annealing.txt,238.68983793258667
