instance,algorithm,valid,old_cost,new_cost,delta,delta_pct,old_vehicles,new_vehicles,old_vehicle_days,new_vehicle_days,old_distance,new_distance,old_tool_use,new_tool_use,reference_path,candidate_path,runtime_seconds
challenge_r300d20_2,Baseline,True,,4163350872.0,,,,42.0,,600.0,,3308872.0,,68 60,c:\Users\Alec Evers\VS code projects\CombinatorialOptimization VU\CombinatorialOptimization\results new\challenge_r300d20_2\optimal_solution\challenge_r300d20_2_optimal.txt,c:\Users\Alec Evers\VS code projects\CombinatorialOptimization VU\CombinatorialOptimization\results new\challenge_r300d20_2\Baseline\challenge_r300d20_2_Baseline.txt,0.020797014236450195
challenge_r300d20_2,Simulated Annealing,True,4163350872.0,2817710462.0,-1345640410.0,-32.3210906640107,42.0,7.0,600.0,91.0,3308872.0,1303462.0,68 60,48 43,c:\Users\Alec Evers\VS code projects\CombinatorialOptimization VU\CombinatorialOptimization\results new\challenge_r300d20_2\optimal_solution\challenge_r300d20_2_optimal.txt,c:\Users\Alec Evers\VS code projects\CombinatorialOptimization VU\CombinatorialOptimization\results new\challenge_r300d20_2\Simulated Annealing\challenge_r300d20_2_Simulated Annealing.txt,430.1190252304077
