instance,algorithm,valid,old_cost,new_cost,delta,delta_pct,old_vehicles,new_vehicles,old_vehicle_days,new_vehicle_days,old_distance,new_distance,old_tool_use,new_tool_use,reference_path,candidate_path,runtime_seconds
challenge_r300d20_5,Baseline,True,,883542400040.0,,,,40.0,,600.0,,4405500.0,,64 52,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r300d20_5\optimal_solution\challenge_r300d20_5_optimal.txt,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r300d20_5\Baseline\challenge_r300d20_5_Baseline.txt,0.020450830459594727
challenge_r300d20_5,Simulated Annealing,True,883542400040.0,295271760006.0,-588270640034.0,-66.58091790584896,40.0,6.0,600.0,90.0,4405500.0,1467057.0,64 52,48 42,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r300d20_5\optimal_solution\challenge_r300d20_5_optimal.txt,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r300d20_5\Simulated Annealing\challenge_r300d20_5_Simulated Annealing.txt,286.7932667732239
