instance,algorithm,valid,old_cost,new_cost,delta,delta_pct,old_vehicles,new_vehicles,old_vehicle_days,new_vehicle_days,old_distance,new_distance,old_tool_use,new_tool_use,reference_path,candidate_path,runtime_seconds
B2,Baseline,True,,1943001928.0,,,,93.0,,1000.0,,7401928.0,,56 52 48 52 52,c:\Users\Alec Evers\VS code projects\CombinatorialOptimization VU\CombinatorialOptimization\results new\B2\optimal_solution\B2_optimal.txt,c:\Users\Alec Evers\VS code projects\CombinatorialOptimization VU\CombinatorialOptimization\results new\B2\Baseline\B2_Baseline.txt,0.05267214775085449
B2,Simulated Annealing,True,1943001928.0,407138156.0,-1535863772.0,-79.04592115258056,93.0,17.0,1000.0,199.0,7401928.0,2542156.0,56 52 48 52 52,50 45 43 47 47,c:\Users\Alec Evers\VS code projects\CombinatorialOptimization VU\CombinatorialOptimization\results new\B2\optimal_solution\B2_optimal.txt,c:\Users\Alec Evers\VS code projects\CombinatorialOptimization VU\CombinatorialOptimization\results new\B2\Simulated Annealing\B2_Simulated Annealing.txt,203.39532995224
