instance,algorithm,valid,old_cost,new_cost,delta,delta_pct,old_vehicles,new_vehicles,old_vehicle_days,new_vehicle_days,old_distance,new_distance,old_tool_use,new_tool_use,reference_path,candidate_path,runtime_seconds
challenge_r300d20_3,Baseline,True,,1538610656.0,,,,50.0,,600.0,,4410656.0,,46 54 52,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r300d20_3\optimal_solution\challenge_r300d20_3_optimal.txt,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r300d20_3\Baseline\challenge_r300d20_3_Baseline.txt,0.019841909408569336
challenge_r300d20_3,Simulated Annealing,True,1538610656.0,236126285.0,-1302484371.0,-84.65327897742053,50.0,7.0,600.0,115.0,4410656.0,1611285.0,46 54 52,34 38 36,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r300d20_3\optimal_solution\challenge_r300d20_3_optimal.txt,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r300d20_3\Simulated Annealing\challenge_r300d20_3_Simulated Annealing.txt,205.9248480796814
