instance,algorithm,valid,old_cost,new_cost,delta,delta_pct,old_vehicles,new_vehicles,old_vehicle_days,new_vehicle_days,old_distance,new_distance,old_tool_use,new_tool_use,reference_path,candidate_path,runtime_seconds
challenge_r500d25_3,Baseline,True,,1872516104.0,,,,60.0,,1000.0,,7516104.0,,54 58 54,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r500d25_3\optimal_solution\challenge_r500d25_3_optimal.txt,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r500d25_3\Baseline\challenge_r500d25_3_Baseline.txt,0.04712224006652832
challenge_r500d25_3,Simulated Annealing,True,1872516104.0,382207655.0,-1490308449.0,-79.58855177888499,60.0,11.0,1000.0,227.0,7516104.0,2899655.0,54 58 54,44 44 44,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r500d25_3\optimal_solution\challenge_r500d25_3_optimal.txt,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r500d25_3\Simulated Annealing\challenge_r500d25_3_Simulated Annealing.txt,170.73387026786804
