instance,algorithm,valid,old_cost,new_cost,delta,delta_pct,old_vehicles,new_vehicles,old_vehicle_days,new_vehicle_days,old_distance,new_distance,old_tool_use,new_tool_use,reference_path,candidate_path,runtime_seconds
challenge_r500d25_1,Baseline,True,,2341184760.0,,,,57.0,,1000.0,,5784760.0,,80 76,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r500d25_1\optimal_solution\challenge_r500d25_1_optimal.txt,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r500d25_1\Baseline\challenge_r500d25_1_Baseline.txt,0.04735994338989258
challenge_r500d25_1,Simulated Annealing,True,2341184760.0,1854785676.0,-486399084.0,-20.77576671052651,57.0,9.0,1000.0,162.0,5784760.0,2337676.0,80 76,65 60,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r500d25_1\optimal_solution\challenge_r500d25_1_optimal.txt,c:\Users\evers\VScode projects\CombinatorialOptimization\CombinatorialOptimization\results new\challenge_r500d25_1\Simulated Annealing\challenge_r500d25_1_Simulated Annealing.txt,125.18517065048218
